id	data	horario	barcode	produto	preço	is_promocao
8ca1b813	2026-05-21	08:34:42		Refrigerante Coca Cola 1l	6,98	FALSE
4d82ea58	2026-05-21	08:34:42		Refrigerante Fanta 200ml	1,68	FALSE
1d1a3891	2026-05-21	08:34:42		Refrigerante Pepsi Black Zero Açucar Pet 2l	9,19	FALSE
9fc2d378	2026-05-21	08:34:42		Refrigerante Coca Cola Zero 600ml	5,25	FALSE
6d26f7ef	2026-05-21	08:34:42		Refrigerante Antarctica 350ml Zero	3,09	FALSE
3ef82a89	2026-05-21	08:34:42		Refrigerante Pepsi Twist Pet 2l	9,19	FALSE
6d9fa67d	2026-05-21	08:34:42		Refrigerante Coca Cola 1,5l	9,28	FALSE
05dccf9c	2026-05-21	08:34:42		Refrigerante H2oh 1,5l Zero Acúcar	7,68	FALSE
76180c0f	2026-05-21	08:34:42		Refrigerante Coca Cola + Fanta Guaraná Pet 2l	15,48	FALSE
3f729138	2026-05-21	08:34:42		Refrigerante Mate Couro 2l	7,98	FALSE
bf45d935	2026-05-21	08:34:42		Refrigerante Coca Cola Zero 350ml	3,98	FALSE
5d5f5166	2026-05-21	08:34:42		Refrigerante Sprit 2l	8,98	FALSE
eacb1b84	2026-05-21	08:34:42		Refrigerante Pepsi Pet 1,5l	6,98	FALSE
ec545afd	2026-05-21	08:34:42		Refrigerante Antarctica Pet 1,5l Guar.	7,39	FALSE
15858e99	2026-05-21	08:34:42		Refrigerante Antarctica 350ml Soda Limão	3,38	FALSE
f3ff84bb	2026-05-21	08:34:42		Refrigerante Pepsi Twist Lata 350ml	3,38	FALSE
46f502de	2026-05-21	08:34:42		Refrigerante Fanta Laranja Zero 2l	8,98	FALSE
77ddc5f9	2026-05-21	08:34:42		Refrigerante Fanta Uva 2l	7,97	FALSE
c3d73ece	2026-05-21	08:34:42		Refrigerante Mate Couro Diet 2l	7,98	FALSE
c284fbc3	2026-05-21	08:34:42		Refrigerante Antarctica 350ml Soda Lim.Diet	3,38	FALSE
cb7beba7	2026-05-21	08:34:42		Refrigerante Coca Cola 220ml	2,95	FALSE
f344df70	2026-05-21	08:34:42		Refrigerante Coca Cola Zero 220ml	2,95	FALSE
19c9df7f	2026-05-21	08:34:42		Refrigerante Mate Couro 600ml	4,48	FALSE
aa736adb	2026-05-21	08:34:42		Refrigerante Coca Cola Café 220ml	2,95	FALSE
63335358	2026-05-21	08:34:42		Refrigerante Sprit S/Açúcar Pet 2l	8,47	FALSE
3935d31f	2026-05-21	08:34:42		Refrigerante Pepsi Pet 1l	4,98	FALSE
b601c899	2026-05-21	08:34:42		Refrigerante Mate Couro 1l	4,98	FALSE
27ba917d	2026-05-21	08:34:42		Refrigerante Schweppes Citrus 1,5l	8,48	FALSE
994a1e27	2026-05-21	08:34:42		Refrigerante Guarapan Lata 220ml	2,58	FALSE
70dd460e	2026-05-21	08:34:42		Refrigerante Tropical Citrus 2l	4,48	FALSE
e51f5f18	2026-05-21	08:34:42		Refrigerante Fanta Guaraná Pet 2l	8,98	FALSE
4a48c1b4	2026-05-21	08:34:42		Refrigerante Fanta Laranja 1,5l	7,29	FALSE
af8bd5f7	2026-05-21	08:34:42		Refrigerante Sprite Lemon Fresh 510ml	3,78	FALSE
7543629a	2026-05-21	08:34:42		Refrigerante Fanta Laranja 350ml	3,65	FALSE
3adcfb77	2026-05-21	08:34:42		Refrigerante Antarctica 1l Guaraná C/C	5,99	FALSE
6d792a73	2026-05-21	08:34:42		Refrigerante Schweppes Citrus 350ml	4,38	FALSE
f8623aaf	2026-05-21	08:34:42		Refrigerante Tropical Laranja 2l	4,48	FALSE
291408ad	2026-05-21	08:34:42		Refrigerante Tropical Guarana 2l	4,48	FALSE
f01463f9	2026-05-21	08:34:42		Refrigerante Mate Couro Diet 1l	4,98	FALSE
979be374	2026-05-21	08:34:42		Refrigerante Tropical Uva 2l	4,48	FALSE
d5061d3c	2026-05-21	08:34:42		Refrigerante Mate Couro Diet 600ml	4,48	FALSE
21d31d15	2026-05-21	08:34:42		Refrigerante Mate Couro Zero Pet 350ml	3,48	FALSE
6c1c0272	2026-05-21	08:34:42		Refrigerante Sprit Fresh Limão Pet 1,5lt	6,98	FALSE
6ecf4fe6	2026-05-21	08:34:42		Refrigerante Fanta Laranja 600ml	5,15	FALSE
be28f50b	2026-05-21	08:34:42		Refrigerante Mate Couro Tradicional Pet 350 Ml	3,48	FALSE
f168140c	2026-05-21	08:34:42		Refrigerante Tropical Cola 2l	4,48	FALSE
6f062573	2026-05-21	08:34:42		Refrigerante Sprit 350ml	3,68	FALSE
f50b892f	2026-05-21	08:34:42		Refrigerante Tropical Limão 2l	4,48	FALSE
643a50bd	2026-05-21	08:34:42		Refrigerante Coca Cola Zera Açúcar Pet 1,5l	8,98	FALSE
a29ee47f	2026-05-21	08:34:42		Refrigerante Guaraná Pet + Pepsi 2l	14,99	FALSE
b9c42990	2026-05-21	08:34:42		Refrigerante Coca Cola Zero Acucar 1l	6,98	FALSE
4e495307	2026-05-21	08:34:42		Água Tônica Antarctica 350ml Diet	3,48	FALSE
e9a1f830	2026-05-21	08:34:42		Água Tônica Antarctica 350ml	3,48	FALSE
b4634566	2026-05-21	08:34:42		Água Tônica Antarctica 1l	7,98	FALSE
fdbdc12e	2026-05-21	08:34:42		Refrrigerante Mate Couro 250ml	2,29	FALSE
3eb0c4eb	2026-05-21	08:34:42		Refrrigerante Mate Couro 250ml Zero	2,29	FALSE
fce6e4e3	2026-05-21	08:34:42		Água Tônica Schweppes 350ml	3,48	FALSE
0f55c24f	2026-05-21	08:34:42		Água Tônica Schweppes 220ml Ginger Ale	2,98	FALSE
8c214272	2026-05-21	08:34:42		Bebida Composta Gaseificada Baly Kids Morango 220ml	4,48	FALSE
102bf7f8	2026-05-21	08:34:42		Refrigerante H2oh Limoneto Zero Acúcar Lata 350ml	3,48	FALSE
14bc22af	2026-05-21	08:34:42		Bebida Composta Gaiseficada Baly Uva 220ml	4,48	FALSE
1ec3979f	2026-05-21	08:34:42		Bebida Gaseificada Ventura Super Açai/ Cupuaçu/ Guaraná 500ml	5,98	FALSE
2d4b724d	2026-05-21	08:34:42		Refrigerante Coca Cola Retornável 2l	12,98	FALSE
d2270eaa	2026-05-21	08:34:42		Refrigerante Antarctica Pet 1l Guaraná	4,99	FALSE
3c3e64dc	2026-05-21	08:34:42		Refrigerante Fanta Guaraná Pet 200ml	1,24	FALSE
50960837	2026-05-21	08:34:42		Refrigerante Pepsi Pet 600ml	3,78	FALSE
4caa9ef9	2026-05-21	08:34:42		Refrigerante Coca Cola Retornavel C/C 1l	5,98	FALSE
c1dda8c7	2026-05-21	08:34:42		Refrigerante Fanta Laranja Retornavel C/C 2l	10,98	FALSE
1d5fb54d	2026-05-21	08:34:42		Refrigerante Guaraná Antarctica 237ml	1,10	FALSE
f4879e61	2026-05-21	08:34:42		Refrigerante Coca Cola + Sem Acucar Pet 2l	18,98	FALSE
f7a9cd3c	2026-05-21	08:34:42		Refrigerante Coca Cola Retornável 2l Sem Açucar	12,98	FALSE
7393679a	2026-05-21	08:34:42		Agua Tonica The London Essence 200ml Ginger Beer	11,98	FALSE
391da87a	2026-05-21	08:34:53		Farinha de Trigo Boa Sorte Especial 1kg	4,59	FALSE
9406444b	2026-05-21	08:34:53		Farinha de Trigo Vilma Especial 1kg	4,98	FALSE
3e59e2f2	2026-05-21	08:34:53		Farinha de Trigo Vilma Fermento 1kg	5,98	FALSE
1b9f2e11	2026-05-21	08:34:53		Farinha de Trigo Anchieta com Fermento 1kg	4,58	FALSE
03e3459f	2026-05-21	08:34:53		Lasanha Perdigao 1kg Bolon	25,90	FALSE
e620ea2f	2026-05-21	08:34:53		Farinha Trigo Renata Especial 1k	6,98	FALSE
d3aae508	2026-05-21	08:34:53		Farinha Trigo Famiglia Venturelli Integral 1kg	6,99	FALSE
f0158d34	2026-05-21	08:34:53		Farinha de Trigo Farina Especial 1kg	2,95	FALSE
d9c325f7	2026-05-21	08:34:53		Farinha de Trigo Anchieta Especial 1kg	3,38	FALSE
04d9cffc	2026-05-21	08:34:53		Far.Trigo Sul Mineiro Semolina 1k	6,98	FALSE
d04a3011	2026-05-21	08:34:53		Farinha de Trigo Farid Tradicional 1kg	3,48	FALSE
e714264a	2026-05-21	08:34:53		Farinha de Trigo Útil Especial Tp1 1kg	3,18	FALSE
58b12f1a	2026-05-21	08:35:04		Manteiga Farid 500g com Sal	20,99	FALSE
5112acd0	2026-05-21	08:35:04		Manteiga P.Alegre 500gr C/Sal	21,98	FALSE
3c2bb467	2026-05-21	08:35:04		Manteiga Itambe 500g	23,98	FALSE
168628a5	2026-05-21	08:35:04		Margarina Claybom Cremosa 500g Manteiga	7,99	FALSE
ae7495d0	2026-05-21	08:35:04		Manteiga Cotoches 500g	25,90	FALSE
facd7b5b	2026-05-21	08:35:04		Manteiga Cristaulat 500g C/Sal	19,79	FALSE
ba528c77	2026-05-21	08:35:04		Manteiga Caetes 500g	15,99	FALSE
029941d0	2026-05-21	08:35:04		Manteiga Ladelli 500g C/Sal	19,90	FALSE
37ccacd7	2026-05-21	08:35:04		Macarrão Nissin Lámen Pao Na Chapa com Manteiga 85g	2,98	FALSE
a9bc53ae	2026-05-21	08:35:04		Manteiga Real da Fazenda 500g	14,49	FALSE
bdd2b822	2026-05-21	08:35:17		Manteiga Ita 200g	12,48	FALSE
ef806c6b	2026-05-21	08:35:17		Manteiga Itambe 200g C/Sal	11,98	FALSE
ced9a9b8	2026-05-21	08:35:17		Manteiga P.Alegre 200g	10,98	FALSE
e6a7f3ad	2026-05-21	08:35:17		Manteiga Itambe Extra 200g C/Sal	11,79	FALSE
b4a79368	2026-05-21	08:35:17		Manteiga Itambe Extra 200g S/Sal	11,79	FALSE
1fe691e7	2026-05-21	08:35:17		Manteiga President Tabl.200g C/Sal	12,99	FALSE
17dc01b1	2026-05-21	08:35:17		Manteiga Bonq Extra 200g com Sal Zero Lactose	14,99	FALSE
caa9b774	2026-05-21	08:35:17		Manteiga Cotoches 200g	11,99	FALSE
d9d669c5	2026-05-21	08:35:17		Manteiga Gran Mestri Pt.200g Z.Lactose	16,99	FALSE
1e78e174	2026-05-21	08:35:17		Creme President Ricota Light 200g	9,99	FALSE
eb402fb2	2026-05-21	08:35:17		Manteiga Bom Destino de Búfala 200g	17,90	FALSE
1e91afcf	2026-05-21	08:35:17		Manteiga de Coco Coco Show 200g	15,90	FALSE
a1d7f9c5	2026-05-21	08:35:17		Creme President Ricota Tradicional 200g	9,99	FALSE
8a12dca0	2026-05-21	08:35:17		Manteiga Gran Mestri Lt.200g Z.Lactose	24,90	FALSE
ba019968	2026-05-21	08:35:17		Manteiga President 200g C/Sal	12,99	FALSE
8901b6dc	2026-05-21	08:35:17		Manteiga Farid C/Sal 200g	8,98	FALSE
ab6a4877	2026-05-21	08:35:17		Manteiga Cristaulat 200g C/Sal	9,49	FALSE
3a938523	2026-05-21	08:35:17		Manteiga Minas Mais 200g	9,99	FALSE
e7899fdd	2026-05-21	08:35:17		Requeijão President Queijo Blue 200g	14,98	FALSE
af5c8ba3	2026-05-21	08:35:17		Requeijão President Queijo Brie 200g	14,98	FALSE
bcd4a866	2026-05-21	08:35:17		Manteiga Porto Alegre 200g Zero Lactose	13,99	FALSE
103ec0e4	2026-05-21	08:35:17		Manteiga Itambe No Lac 200g	11,99	FALSE
a451b9b6	2026-05-21	08:35:17		Manteiga Bonq Extra 200g com Sal	12,90	FALSE
dfbd0713	2026-05-21	08:35:17		Manteiga President Tabl.200g S/Sal	12,99	FALSE
1e91b8a1	2026-05-21	08:35:17		Manteiga Corporal Terrapeutics 200g Castanha do Brasil	64,90	FALSE
9d92d2d8	2026-05-21	08:35:17		Manteiga Qualy 200g Sem Sal	11,90	FALSE
1f6bc4a2	2026-05-21	08:35:17		Manteiga Verde Campo Lacfree 200g	13,99	FALSE
7256370e	2026-05-21	08:35:17		Manteiga Itambe S/Sal 200g	11,98	FALSE
1c0ae8cb	2026-05-21	08:35:17		Manteiga Minas Colonial 200g	10,59	FALSE
83bd5953	2026-05-21	08:35:17		Manteiga Corporal Bio Extratus 200g Otica Lavanda	45,90	FALSE
d0cf6cd6	2026-05-21	08:35:17		Manteiga Corporal Terrapeutics 200g Chá Branco	59,90	FALSE
ab407277	2026-05-21	08:35:17		Manteiga President Zero Lactose C/Sal Tablete 200g	15,99	FALSE
6bebb22e	2026-05-21	08:35:31		Margarina Qualy 500g C/Sal	9,99	FALSE
287f34b7	2026-05-21	08:35:31		Margarina Claybom Cremosa com Sal 500g	6,99	FALSE
0dc06740	2026-05-21	08:35:31		Pao Wick Bold D.Forno 500g 100 P.Cen.Int	15,99	FALSE
464494e2	2026-05-21	08:35:31		Pão Vale do Sol Naturista Naturista Maça/Canela/Passas 400g	16,99	FALSE
0ed89df7	2026-05-21	08:35:31		Pão Vale do Sol Integral com Castanha e Nozes 450g	16,99	FALSE
4bab900a	2026-05-21	08:35:31		Pao Vale do Sol Naturista Castanhá Pará/Cacau 400g	16,99	FALSE
7ff79c0c	2026-05-21	08:35:31		Pão Vale do Sol Sovado 500 Gramas	14,99	FALSE
60ec97eb	2026-05-21	08:35:31		Marg.Delicia Crem.500g	8,99	FALSE
e5bfd171	2026-05-21	08:35:31		Margarina Claybom Cremosa 500g Manteiga	7,99	FALSE
63fc6599	2026-05-21	08:35:31		Margarina Doriana Cremosa 500g	7,98	FALSE
77229100	2026-05-21	08:35:31		Pao Vale do Sol Integral 500g Grao/Castanha	13,98	FALSE
8b6e9916	2026-05-21	08:35:31		Pao Vale do Sol Integral Castanha/Quinoa 500g	13,98	FALSE
bfe63803	2026-05-21	08:35:31		Marg.Qualy 500g S/Sal	10,90	FALSE
dd808c20	2026-05-21	08:35:31		Pao Wick Bold D.Forno 500g Orig	14,99	FALSE
905dbfd0	2026-05-21	08:35:31		Marg.Claybom Crem.500g S/Sal	7,98	FALSE
cee4dadc	2026-05-21	08:35:31		Macarrão Italiano Almerinda Gnocchi 500g	11,98	FALSE
ad7b5f94	2026-05-21	08:35:31		Pao Wick Bold Gr.Sabor 500g Frutas	19,90	FALSE
52b2cf14	2026-05-21	08:35:31		Pao Seven Boys 500g Milho	13,99	FALSE
5f4a0fa6	2026-05-21	08:35:31		Pao Delicias do Trigo Hot Dog 500g	12,99	FALSE
9bbee517	2026-05-21	08:35:31		Marg.Qualy Light 500g C/Sal	10,59	FALSE
9a2b2f52	2026-05-21	08:35:31		Pao Wick Bold Gr.Sabor 500g C.Para/Qui	19,90	FALSE
386574ef	2026-05-21	08:35:31		Marg.Becel 500g C/Sal	13,98	FALSE
6d1f2b69	2026-05-21	08:35:31		Macarrao Italiano Rummo Fettucce 500g	19,98	FALSE
f719ae37	2026-05-21	08:35:31		Pao Nutrella Frutas 500g	25,99	FALSE
404f2d3d	2026-05-21	08:35:31		Macarrão Italiano Di Martino Tofette 500g	16,90	FALSE
7ac84b62	2026-05-21	08:35:31		Macarrão Italiano Di Martino Gnocchi Sardi 500g	16,90	FALSE
9b87101d	2026-05-21	08:35:31		Macarrão Italiano Di Martino 500g Rigatoni	16,90	FALSE
ae72aae0	2026-05-21	08:35:31		Macarrão Italiano Di Martino 500g Rigate	16,90	FALSE
5f2f0954	2026-05-21	08:35:31		Macarrao Alemão Seitz S/Gluten 500g Fusilli	23,90	FALSE
5a0da5d1	2026-05-21	08:35:31		Pão Wick Bold 500g do Forno Na Chapa	15,99	FALSE
979f1a1c	2026-05-21	08:35:31		Macarrão Italiano Divella Conchiglioni N.87 500g	28,90	FALSE
763b69a2	2026-05-21	08:35:31		Macarrão Italiano Canpez Gnocchi 500g	10,98	FALSE
69e30881	2026-05-21	08:35:31		Pao Wick Bold do Forno Autraliano 500g	15,99	FALSE
646796fc	2026-05-21	08:35:31		Macarrão Italiano Di Martino 500g Orzo	16,90	FALSE
c39dd278	2026-05-21	08:35:31		Macarrão Italiano Divella Tagliatelle Nidi N.91 500g	21,90	FALSE
c793fec0	2026-05-21	08:35:31		Macarrao Alemão Seitz S/Gluten 500g Penne	23,90	FALSE
79c12348	2026-05-21	08:35:31		Macarrão Italiano Divella Fettuccine Nidi N.90 500g	21,90	FALSE
aa099d44	2026-05-21	08:35:31		Pasta Italiana Antônio Amato Penne Rigate 500g	12,98	FALSE
863b3378	2026-05-21	08:35:31		Marg.Delicia Supreme 500g	9,79	FALSE
4318e9eb	2026-05-21	08:35:31		Macarrão Italiano Di Martino Tagliateli 500g	29,90	FALSE
a82ded27	2026-05-21	08:35:31		Pao Milani Hot Dog 500g	8,99	FALSE
668c2615	2026-05-21	08:35:31		Pao Milani Int.500g	6,99	FALSE
0a2c3b39	2026-05-21	08:35:31		Pao Milani Puro Grao Integral 500g 12 Graos	9,99	FALSE
a8dfc626	2026-05-21	08:35:31		Pao Milani Fat.500g Milho	8,59	FALSE
3d179a0f	2026-05-21	08:35:31		Macarrão Italiano Di Martino Paccheri 500g	29,90	FALSE
322d5108	2026-05-21	08:35:31		Macarrão Italiano Di Martino Conchiglioni 500g	29,90	FALSE
b350db82	2026-05-21	08:35:31		Macarrão Italiano La Ruvida 500g Spaghetti	9,99	FALSE
a0f66a50	2026-05-21	08:35:31		Macarrão Italiano La Ruvida 500g Fusilli	9,99	FALSE
767910ca	2026-05-21	08:35:31		Macarrão Italiano La Ruvida 500g Farfalle Rigate	9,99	FALSE
634429f5	2026-05-21	08:35:31		Macarrão Italiano La Ruvida Rigate 500g	9,99	FALSE
498dc920	2026-05-21	08:35:31		Massa Italiana La Campofilone Penne Rigate 500g	32,90	FALSE
eed21c65	2026-05-21	08:35:42		Pao Vale do Sol Bisnaguinha 250 Gramas Premium Sem Açucar	7,69	FALSE
b71cead6	2026-05-21	08:35:42		Mortadela Perdigao Bolognella Peca/Pedaco Kg	19,90 kg	FALSE
28193009	2026-05-21	08:35:42		Marg.Qualy 250g C/Sal	5,95	FALSE
953f6d5c	2026-05-21	08:35:42		Pao Vale do Sol 250g Batata	8,39	FALSE
92334c57	2026-05-21	08:35:42		Marg.Qualy 250g S/Sal	5,99	FALSE
ad5812ba	2026-05-21	08:35:42		Margarina Claybom Cremosa 250g C/Sal	4,59	FALSE
cfb4b488	2026-05-21	08:35:42		Marg.Qualy 250g C/Sal Aerada	5,89	FALSE
91a15e03	2026-05-21	08:35:42		Margarina Claybom Cremosa 250g Manteiga	4,39	FALSE
8e4b6eec	2026-05-21	08:35:42		Bolo Seven Boys Laranja 250g	10,99	FALSE
0c3446c0	2026-05-21	08:35:42		Margarina Qualy 250g C/Sal Vegetal Colecionável	5,98	FALSE
afa2a480	2026-05-21	08:35:42		Pao Delicias do Trigo Paezinhos Batata 250g	9,99	FALSE
f969f9df	2026-05-21	08:35:42		Marg.Qualy Light 250g C/Sal	5,99	FALSE
e587b1d5	2026-05-21	08:35:42		Bolo Seven Boys Coco 250g	5,99	FALSE
49848ba4	2026-05-21	08:35:42		Bolo Seven Boys 250g Choc	10,99	FALSE
1075dcd4	2026-05-21	08:35:42		Bolo Seven Boys Mármore 250g	10,99	FALSE
92ed1875	2026-05-21	08:35:42		Bolo Seven Boys Formigueiro 250g	10,99	FALSE
654dba05	2026-05-21	08:35:42		Pao Delicias do Trigo Paezinhos 250g Cebola	9,99	FALSE
f379311b	2026-05-21	08:35:42		Marg.Vigor 250g C/Sal	4,79	FALSE
ece9dead	2026-05-21	08:35:42		Macarrão La Pastina Rech.250g Tortel.Car/Pres	19,97	FALSE
4d56c7f9	2026-05-21	08:35:42		Macarrao Seitz S/Gluten 250g Lasanha	31,90	FALSE
e4c0d3c9	2026-05-21	08:35:42		Pao Sanny Bisnag.250g	5,49	FALSE
41810392	2026-05-21	08:35:52		Azeite Dende Kidende 200ml	5,99	FALSE
0613184c	2026-05-21	08:36:06		Leite Longa Vida Ita Integral 1l	5,18	FALSE
f4605c20	2026-05-21	08:36:06		Leite Longa Vida Itambé Integral 1l	5,98	FALSE
6c86b0ce	2026-05-21	08:36:06		Leite Longa Vida Porto Alegre Integral 1l	5,18	FALSE
cadb4c84	2026-05-21	08:36:06		Leite Longa Vida Camponesa Integral 1l	5,48	FALSE
d5a3bd05	2026-05-21	08:36:06		Leite Longa Vida Farid Integral 1l	4,85	FALSE
e1bfb614	2026-05-21	08:36:06		Leite Longa Vida Itambé Nolac Integral 1l	5,98	FALSE
41ccfa27	2026-05-21	08:36:06		Leite Longa Vida Itambé Nolac Desnatado 1l	6,98	FALSE
e862d7be	2026-05-21	08:36:06		Leite Longa Vida Piracanjuba Desnatado 1l	4,98	FALSE
3642b9c1	2026-05-21	08:36:06		Leite Longa Vida Itambé Semi Desnatado 1l	5,98	FALSE
f15960bc	2026-05-21	08:36:06		Leite Longa Vida Itambé Desnatado 1l	5,98	FALSE
54f62eb3	2026-05-21	08:36:06		Leite Longa Vida Itambé Nolac Semidesnatado 1l	6,98	FALSE
04e55df2	2026-05-21	08:36:06		Leite Longa Vida Camponesa Zero Lactose Integral 1l	5,98	FALSE
023a7860	2026-05-21	08:36:06		Leite Longa Vida Itambé Natural Milk 1l	6,98	FALSE
8d42ecfb	2026-05-21	08:36:06		Leite Longa Vida Ita Desnatado 1l	5,18	FALSE
91fd6045	2026-05-21	08:36:06		Leite Longa Vida Porto Alegre Desnatado 1l	4,98	FALSE
767709c2	2026-05-21	08:36:06		Leite Longa Vida Ninho Vitamina C Semi Desnatado 1l	6,98	FALSE
7a2a799d	2026-05-21	08:36:06		Leite Longa Vida Camponesa Desnatado 1l	5,48	FALSE
4cc505aa	2026-05-21	08:36:06		Leite Longa Vida Itambé 10 Vitaminas 1l	6,98	FALSE
58fe2a76	2026-05-21	08:36:06		Leite Longa Vida Camponesa Origem Integral 1l	6,48	FALSE
bde4c772	2026-05-21	08:36:06		Leite Longa Vida Camponesa Zero Lactose Desnatado 1l	5,98	FALSE
ff0e8f30	2026-05-21	08:36:06		Leite Longa Vida Porto Alegre Zero Lactose Integral 1l	4,47	FALSE
30520588	2026-05-21	08:36:06		Leite Longa Vida Molico Vitamina Desnatado 1 Lt	6,48	FALSE
48cfcc07	2026-05-21	08:36:06		Leite Longa Vida Camponesa Zero Lactose Semidesnatado 1l	6,48	FALSE
c397cf91	2026-05-21	08:36:06		Leite Longa Vida Camponesa Semi Desnatado 1l	5,48	FALSE
f7924aa8	2026-05-21	08:36:06		Leite Longa Vida Quata Desnatado 1l	4,95	FALSE
be570f03	2026-05-21	08:36:06		Leite Longa Vida Itambé Pro Desnatado 1l	8,98	FALSE
8f268a62	2026-05-21	08:36:06		Leite Longa Vida Piracanjuba Zero Lactose A2 Semi Desnatado 1l	6,98	FALSE
6624828c	2026-05-21	08:36:06		Leite Longa Vida Camponesa Proteina Zero Lactose 1l	8,98	FALSE
3b06bf79	2026-05-21	08:36:06		Leite Longa Vida Piracanjuba +10g Proteina Zero Lactose Semi Desnatado 1l	7,99	FALSE
9c55aa63	2026-05-21	08:36:06		Leite Longa Vida Itambé Natural Milk Desnatado 1l	6,98	FALSE
62dc2f78	2026-05-21	08:36:06		Leite Longa Vida Ita Tampa de Rosca Integral 1l	5,28	FALSE
5a9c1370	2026-05-21	08:36:06		Leite Longa Vida Cemil Integral 1l	4,25	FALSE
fa14c3a7	2026-05-21	08:36:06		Leite Longa Vida Ninho Zero Lactose Integral 1l	5,98	FALSE
1c04dda9	2026-05-21	08:36:06		Leite Longa Vida Ita Tampa de Rosca Desnatado 1l	5,28	FALSE
512b6eb5	2026-05-21	08:36:06		Leite Longa Vida Leitissimo Integral 1l	6,99	FALSE
38122aea	2026-05-21	08:36:06		Leite Longa Vida Piracanjuba Zero Lactose Semi Desnatado 1l	5,98	FALSE
bd91a23a	2026-05-21	08:36:06		Leite Longa Vida Camponesa Vitamina C e D Desnatado 1 Lt	5,98	FALSE
99118aa6	2026-05-21	08:36:06		Leite Longa Vida Piracanjuba Zero Lactose Desnatado 1l	6,98	FALSE
b1639ace	2026-05-21	08:36:06		Leite Longa Vida Leitissimo Desnatado 1l	6,99	FALSE
1c292e9b	2026-05-21	08:36:06		Leite Longa Vida Piracanjuba Pirakids Zero Lactose Integral 1l	5,38	FALSE
3c44072b	2026-05-21	08:36:06		Leite Longa Vida Quata Semi Desnatado 1l	4,58	FALSE
56f8dcff	2026-05-21	08:36:06		Leite Longa Vida Italac Desnatado 1l	4,39	FALSE
aee39366	2026-05-21	08:36:06		Leite Longa Vida Italac Semi Desnatado 1l	4,39	FALSE
d5a68242	2026-05-21	08:36:06		Leite Longa Vida Piracanjuba 1l A2 Semi Desnatado	6,98	FALSE
d37cea5b	2026-05-21	08:36:30		Café Três Corações Tradicional 500g	29,90	FALSE
f6d382f2	2026-05-21	08:36:30		Café Três Corações Extra Forte 500g	29,90	FALSE
40fccddb	2026-05-21	08:36:30		Café Fort Três Corações 500g	29,90	FALSE
ddbe40ab	2026-05-21	08:36:30		Café Barão Extra Forte 500g	27,90	FALSE
12643430	2026-05-21	08:36:30		Café Barão 500g	27,90	FALSE
e3546abe	2026-05-21	08:36:30		Café Farid Extra Forte 500g	22,90	FALSE
4e9e1e4e	2026-05-21	08:36:30		Café Melitta Tradicional 500g	29,90	FALSE
22932f3b	2026-05-21	08:36:30		Café Três Corações Tradicional 250g	16,95	FALSE
81100787	2026-05-21	08:36:30		Café Farid Tradicional 500g	22,90	FALSE
a85f4312	2026-05-21	08:36:30		Café Melitta Extra Forte 500g	29,90	FALSE
bbe74f4f	2026-05-21	08:36:30		Café Três Corações Extra Forte 250g	16,95	FALSE
c2733670	2026-05-21	08:36:30		Café Pilão 500g	31,90	FALSE
48d501ee	2026-05-21	08:36:30		Café Pilao 500g Extra Forte	31,90	FALSE
919fd19d	2026-05-21	08:36:30		Café Torrado e Moído Tradicional Utam Momentos Pacote 500g	29,90	FALSE
99928b87	2026-05-21	08:36:30		Café Fino Grão Forte 500g	27,90	FALSE
86c21239	2026-05-21	08:36:30		Cafe Utam Momentos Extra Forte 500g	29,90	FALSE
4a11375d	2026-05-21	08:36:30		Café Barao 250g Extra Forte	14,90	FALSE
3380bab5	2026-05-21	08:36:30		Café Três Corações Gourmet Mogiana Paulista 250g	23,98	FALSE
c06732de	2026-05-21	08:36:30		Refrigerante Coca Cola Café 220ml	2,95	FALSE
ac3c28c9	2026-05-21	08:36:30		Cafe Pilao Vácuo Extra Forte 500g	32,90	FALSE
8bb2e61a	2026-05-21	08:36:30		Café Três Corações Gourmet Cerrado Mineiro 250g	23,98	FALSE
b794dce4	2026-05-21	08:36:30		Café Uniao 500g Tradicional	19,80	FALSE
b299dfc0	2026-05-21	08:36:30		Café Três Corações Gourmet Sul de Minas 250g	23,98	FALSE
78e0530b	2026-05-21	08:36:30		Cafe Uniao Extra Forte 500g	19,80	FALSE
c263c44f	2026-05-21	08:36:30		Café Biagini 500g	28,90	FALSE
d46e1298	2026-05-21	08:36:30		Café Fino Grão Tradicional 500g	31,90	FALSE
98b28415	2026-05-21	08:36:30		Café Barao 250g	14,90	FALSE
8020cc11	2026-05-21	08:36:30		Café Fino Grão Extra Forte 500g	31,90	FALSE
2c42848d	2026-05-21	08:36:30		Café Pilao Vacuo 500g	32,90	FALSE
d99e3644	2026-05-21	08:36:30		Café Três Corações Premium 500g	36,90	FALSE
2b76e0e4	2026-05-21	08:36:30		Café Três Corações Fort 250g	16,90	FALSE
be4ba250	2026-05-21	08:36:30		Café Fino Grao M.Forte 250g	13,95	FALSE
69379838	2026-05-21	08:36:30		Cafe Utam Momentos Tradicional 250g	15,90	FALSE
877e7eca	2026-05-21	08:36:30		Café Três Corações Solúvel Vd 50g Trad	16,90	FALSE
a39f7953	2026-05-21	08:36:30		Cafe Utam Momentos Extraforte 250g	15,90	FALSE
5b7802da	2026-05-21	08:36:30		Café Três Corações Vacuo 250g Descaf	35,90	FALSE
